1688;2;5;13;27;41;53
1693;20;29;34;37;45;57
1695;1;12;17;31;37;46
1699;15;18;41;48;50;58
1700;3;9;18;32;40;56
1701;17;19;33;35;39;52
1705;12;31;34;36;48;56
1712;3;10;16;23;27;29
1715;2;25;36;41;42;53
1720;4;12;19;33;36;38
1726;4;6;19;20;40;41
1729;1;10;17;24;42;51
1731;25;34;38;45;53;60
1732;3;5;9;14;41;46
1737;12;28;37;46;48;53
1740;15;18;20;32;48;49
1746;6;33;34;48;53;59
1752;8;15;29;35;45;54
1763;6;7;29;39;41;55
1771;12;19;27;39;41;45
1774;2;18;31;42;51;56
1780;1;8;22;49;52;53
1786;1;5;13;25;26;29
1792;13;14;22;54;56;58
1793;1;5;34;37;40;60
1795;22;23;34;48;53;54
1799;6;11;16;19;31;56
1809;1;10;25;43;50;56
1814;8;11;25;39;41;60
1820;19;22;31;36;52;53
1824;10;11;21;50;51;54
1829;3;7;29;37;54;60
1830;15;27;28;32;48;55
1833;2;17;22;24;48;51
1837;5;8;24;30;57;59
1841;16;18;22;24;34;43
1842;8;26;28;33;41;54
1849;23;24;32;38;40;41
1852;1;2;34;39;41;45
1859;10;30;36;40;44;60
1861;2;8;35;42;49;56
1870;3;11;17;33;52;58
1874;1;45;47;52;53;55
1878;5;10;20;57;58;59
1880;3;10;30;44;53;56
1887;1;10;17;18;45;48
1889;5;11;22;24;51;53
1895;3;6;14;15;21;25
1901;2;7;9;18;21;25
1909;6;9;15;22;39;48
1911;10;13;33;35;36;42
1913;16;29;33;39;42;44
1923;12;16;30;52;53;58
1925;2;3;14;20;30;46
1926;5;11;13;19;30;31
1934;1;3;10;17;23;24
1936;6;10;24;29;43;55
1940;1;9;24;38;48;49
1952;9;26;29;42;43;45
1956;2;14;22;23;29;47
1964;26;28;35;38;48;55
1973;4;19;27;38;54;57
1974;8;11;24;26;47;57
1976;3;16;28;32;34;37
1978;22;23;29;32;38;45
1981;4;14;20;24;46;50
1982;5;6;10;14;22;36
1991;5;11;13;21;53;54
1999;3;6;10;17;34;37
2003;1;5;14;23;35;45
2014;17;18;27;32;39;58
2022;1;6;7;8;23;56
2027;7;11;24;36;42;58
2029;4;27;38;40;58;59
2032;10;18;33;38;40;43
2033;6;7;13;17;22;56
2040;10;12;22;25;42;54
2044;15;25;27;45;46;50
2051;50;51;56;57;58;59
2061;8;10;15;23;25;34
2065;6;25;27;35;45;55
2073;8;18;23;37;42;58
2076;13;16;26;35;37;39
2080;13;18;35;40;41;42
2081;6;25;33;42;48;49
2086;2;18;19;23;34;53
2087;3;14;24;27;38;56
2090;10;11;12;37;38;59
2099;1;10;11;13;35;49
2109;5;10;12;18;25;33
2117;11;12;20;40;41;46
2120;8;10;17;29;37;40
2130;2;3;6;18;20;28
2134;9;23;28;40;48;59
2149;23;24;26;38;42;49
2152;8;13;28;31;32;33
2160;8;9;10;24;42;44
2164;5;37;43;49;54;56
2167;1;4;25;27;29;37
2170;12;13;19;36;44;55
2175;8;23;25;39;43;44
2188;4;11;16;22;29;33
2190;4;8;26;33;46;53
2192;7;8;22;27;29;42
2197;1;11;34;36;44;56
2204;12;21;28;37;42;57
2212;5;7;10;32;46;60
2217;6;16;22;38;48;52
2219;3;35;38;40;57;58
2236;11;20;27;28;53;60
2239;7;9;10;19;25;58
2243;3;5;11;34;37;42
2244;11;14;15;18;33;34
2247;9;15;20;29;30;42
2261;7;8;14;23;30;46
2266;20;32;33;48;49;53
2272;15;16;20;38;40;58
2278;5;12;14;20;27;28
2281;12;27;30;36;45;52
2284;1;7;10;12;33;42
2295;1;6;21;29;36;59
2305;3;19;28;33;57;58
2307;9;13;26;38;58;60
2313;6;7;28;42;45;49
2319;6;30;35;39;42;48
2320;14;25;28;41;43;46
2328;12;14;28;42;45;55
2329;17;20;22;35;41;42
2333;4;13;20;22;25;60
2336;2;9;34;49;51;55
2340;4;9;31;32;42;46
2347;2;3;7;48;51;54
2348;5;10;25;32;49;54
2353;6;18;25;30;42;54
2355;3;10;25;36;51;58
2362;6;14;24;34;39;58
2367;4;7;13;25;36;58
2375;12;14;17;18;19;22
2379;11;16;20;24;39;53
2381;6;9;19;38;53;55
2382;13;15;16;20;40;41
2390;5;8;13;27;36;50
2397;8;17;30;36;54;59
2401;6;22;25;29;30;60
2407;4;29;30;38;43;57
2409;7;10;27;35;43;59
2415;6;7;11;26;37;57
2418;10;35;43;48;50;53
2426;3;19;25;37;44;56
2429;19;26;39;45;46;56
2435;5;15;28;32;38;54
2437;4;11;19;25;37;55
2439;12;15;23;32;33;46
2442;1;5;12;13;17;31
2448;14;20;21;31;49;52
2450;13;26;31;46;51;60
2463;2;7;24;43;52;56
2467;22;35;41;42;53;57
2471;5;13;18;23;35;36
2477;2;17;23;28;39;46
2478;10;15;17;20;21;35
2485;8;9;17;19;33;56
2486;23;36;42;48;54;58
2493;1;4;10;22;53;54
2497;9;12;26;29;46;47
2499;5;16;25;32;39;55
2502;3;14;16;38;43;45
2504;3;5;19;26;43;51
2506;4;6;12;34;35;53
2509;8;13;25;32;44;57
2524;4;13;21;26;47;51
2533;28;36;39;44;56;60
2536;12;24;26;31;37;48
2547;9;15;23;25;29;30
2549;4;5;10;34;58;59
2561;6;12;32;44;51;57
2564;9;13;25;39;46;54
2566;10;11;19;33;58;60
2569;8;18;26;27;47;50
2577;37;39;47;50;59;60
2580;14;17;32;36;39;60
2586;5;10;11;22;23;37
2590;10;11;21;23;28;30
2597;7;14;24;53;58;60
2601;11;14;16;30;32;46
2606;7;11;25;51;57;60
2613;3;8;13;14;19;25
2619;4;6;13;21;26;28
2620;6;9;14;16;42;47
2621;9;19;22;24;50;60
2629;14;18;22;26;31;38
2634;5;16;38;42;43;48
